text,sentiment
 ugh I`m not doin too good,negative
"3 hours sleep last night, all of my being wants to crawl into a ball somewhere and sleep for about 5 more hours. At work till six too",negative
 I created my account just to get a chance to chat with you (: I ADMIRE YOU! you`re amazing! you inspire me to write  <3,positive
:   sorry guys i have to drop out of the trip... some personal commitments..,negative
" oh dear, I take back my request.... I get so drunk on fizz!! And I def do regret it the next day, sure fired hangover",negative
#pens...steigy...no politics hun...the obamas are not watching hockey,neutral
"A lovely weekend away at Kits Coty, now relaxed and well rested and ready for the week ahead.  Back on NNC in two weeks",positive
Sleeping on the streets of nyc for a celebrity...nothing new. Wish i had a huge blanket though,neutral
no one calls me anymore,negative
So many tests todayyy  I don`t feel confident about anyy.,negative
" No, i dont think its bad. And its very well edited, too.",positive
"3 to go, and uploading photos to email would be ten tenenen tenen.. DONE",neutral
"DH at work, DD7 at party. Seriously thinking of treating DS9 and myself to sushi lunch - after all, it IS Mother`s Day here!",neutral
" yeh still have the weekend, but I get weekends anyways, today is my full last day of vacation time",neutral
 No! Why?,neutral
Happy mother`s day nfty!!!!!!!!!!!!!!!!!!!!!!,positive
" sorry I missed you at the farm today, but DM me if you would like some photos from today",negative
home after a while out! i feel like a long skate seshion but got arrands to do,neutral
" I tried to translate your tweet using google translation service, but it just spat it out back out at me",negative
"chillin on break eatin some grub. pretty burnt out had an eventful day. wanting to go to the movies with Ian, not happening though.",negative
Good morning world!  haha had fun at the movies last night ;D and school now... Hmm new shoes make it better  http://tinyurl.com/dfggwj,positive
 I`m sorry you`re not having the best day - neither am I though  Are you working tonight??,negative
i love the music video of you belong with me by taylor,positive
Off to bed I go to dream of a world where Wal-Mart and Liquor stores all get blown up,negative
Watching 'P.S. I love you'. Eating chinese food. What else is there to do when you`re home alone on a Friday night!,neutral
Getting rather annoyed at my notebook. I know it`s old and has got wrinkles but it`s never been this slow before,negative
 who cares its hockey,negative
geez why do u have to be SO obvious?,neutral
Edge left me off the contributors list in this month`s issue.  x FFS. <- Werd,neutral
 thank you for the re-tweet,positive
Goin to drive-in movie for the first time,neutral
Cooking brown rice  http://bit.ly/gihac,neutral
"Bing! no its not Chandler Bing, its the new Search engine from Microsoft http://tinyurl.com/mgcotd ..but why the name Bing",neutral
_A_Tx lol i havent watched it yet..  congrats!,positive
I`m feeling better now that I have something in my tummy,positive
"the maccabees new album is a winner ,everybody should take a listen fact",positive
_2008 lol oh dnt worry u`l be able to squeeze it soon enough!! Hope you have a good day today!,positive
 Thanks! That will be you in October,positive
oh what a night love me some aces,positive
Justin Timberlake and Leonard Nimoy? And a **** in The Box sequel? priceless,positive
"My feet are killing, I`ve walked miles in search of an art shop...doesn`t seem like Ealing has one",negative
loves it when mom and dad come to visit! nothin better,neutral
 Ahhh Music to my ears!,neutral
"all alone.  still watching TWW, eating Italian chocolate and solving logic puzzles.",neutral
well us Brits have to wait a few more days for it!  I thought it was all gonna released at once! I guess it`s worth the wait!,neutral
This 'Monarchy' is gonna bleed ALL of us dry! We are nothing more than slaves to the pigs in D.C. I don`t reconize my country anymore!,negative
Riley had an alphabet fashion show today and I forgot my camera.  It was so cute!,positive
" Yep, that`s me all right - I don`t mean the monk is Me - that`s my (as in a photo taken by me) in Better Photography",neutral
everybody needs some time on thier own  Guns N Roses x ? http://blip.fm/~5z5kz,neutral
finally graduation no more school ... im sick today,negative
" Its sunny atm, need to drop my brother for his classes later, so will find out then",neutral
" Oh, no need to stop. I could use the ego boost.",neutral
Trying to find a foreign place in a foreign town  i have being lost,negative
"_L_S How was the game? Unfortunately, teh Cavs lost  I`m sure you had fun though",neutral
" Until  brings back our EVERYONE button, you can access the public timeline at http://twitter.com/public_timeline",neutral
"Wathing Dollhouse on Hulu, eating the special from El Taquito and a beer. B-day week is going well",positive
" it actually is ;) According to all the retweets, at least!",neutral
 I need one too.,positive
 are you and melissa celebrities now?,neutral
 what happened? I missed 4 hours of updates,neutral
 I think we could be related,neutral
" Yep, ah, ****, I don`t wanna leave my warm doona to get a hot beverage...I guess I`ll just have to make do w/o it",negative
A- on my french paper.,neutral
 whatï¿½s hot and new?,neutral
  is there anything Brian or I can do?,neutral
"Uh. Finally home, but completely wiped.",negative
sweet spice girls sing along w good friends,positive
 Lol. She`s offering me a case of guiness!  can you one up her? If you buy me two I`ll stay. Let`s start the bidding wars,neutral
Thankful for last minute doc appointments... Baby girl has a temp of 105.+  sitting at the doc`s waitin`,positive
_shields06 good job!  I wish i worked in a zoo,positive
Love the idea of giving each year a theme. This is the year of new beginnings!,positive
uploading a lot of photos... priceless memories,positive
Can`t concentrate  need a booster to woork,neutral
 this hiatus of yours is like... really long. Boo,negative
there was a mix up with my dentist appt this afternoon. so they rescheduled me for tomorrow @ 9am.,neutral
Rachael makes me want to cry,negative
has a face mask on. hehe,neutral
"tiny PhD`s will do, because those bigger than me keep taunting me",neutral
a bacon roll and a tea and the (hack)day is your friend  #openhacklondon,neutral
"Do you know what? I have a good little life, and I love it.",positive
 lol what!! where is it!,neutral
 yay i found u!! i had a great time tonight!,positive
is starving & has a chem quiz due at noon,negative
Father is staying home and conference calling. Sorry ,negative
There  was just a horrific fight at my school  glad everyone is ok and that it`s Friday.,neutral
At least they ( kids) havnt gotten to big to still say mommy ILOVE YOU. AWWW they are so sweet. I am so lucky to have my kids.,positive
Show 147 in pre-pre production ....... a bit behind,negative
_ I`m still waiting for them to recontinue their 'breathless' scent..  lol,neutral
"Prayin for dad  in Wellington, FL http://loopt.us/F8_Jqg.t (via ).  I too live in welly. May i pray f.. http://bit.ly/lB9SN",positive
up.....i nEEd coFFee. b0ut2get ready2start this new day in my lie,neutral
Thank you for the follow !  Looking forward to your tweets...,positive
_and_Easy when will these stores in Sacramento open? Been waiting and nothing,neutral
  thanks homskis! Its like christmas!,positive
" sadly  isn`t me. It`s some1 w/ 1 follower 1 update & hasn`t used Twitter since May 1, `07  I wanted that name, too",negative
"  SAimee 26 july, Underage festival 2 August, i found some others but they were too far away",neutral
" hey hunny bunny, what`s a weekend? is that like a day off or something?",neutral
 - NOT A HEAP HEY. JUST BOUT TU HIT THE SACK. ITS 1.15AM HERE. I NEED SOMEONE TU CUDDLE. SUCKS  WBU.? X,negative
To Lisa: Yes I know who ur talking about and yes he is an ****. Dont let him get to ya...you have a great thing going with this chris,negative
 I don`t find this stuff amusing any more,negative
" Yeah, mine said 'That`s a nice picture' & gave me the red x!  Hope you get it working soon!",positive
 i dont know,neutral
  Hi Jenna. Hope all is well   Just thinking of you and wishing you the best! Lots of love from over here in New York!!!,positive
 That would have been fun BUT we were soooo TIRED yesterday.  Long day at the office. Just did dinner and crashed.,negative
 busy wit work  how is your business going on?,neutral
Happy Meal - B.O.B. toy  http://tinyurl.com/cjtqaf,positive
 i think you`d look cute in the beanie hat,positive
 awww boo! I **** lovee doing all the girly thingss,positive
 Thanks so much for following! The Muse has much gratitude and wishes you a magnificent & productive start to your day!,positive
  ok Cristal we gonna tweet talk again when its not so late...just follow sweetie....tweethug 4 ya,positive
 I know june 2010...  but its gonna be so good. Im going to se it even if im 20 when it comes out.,positive
" That was pretty awesome on both our parts, but a person on a bike behind you said hello and left before I recognized him",positive
 hahaha u can use my phone everywhere... just use a wi-fi,positive
Feeling smooth like chrome,positive
Got up early did a **** ton now im headed to cherokee park to run  and walk !,neutral
"  i`ll visit ny `til september, no diggnation for me",neutral
_Mcfly how cool will that be  she is so nice!! Bless her=] so what ya upto? Love you (L) XoxoX,positive
...what ever happened w/ creating music in collaboration just for fun without the 'what am i getting out of it' question in mind? PLEASE!,positive
 I am lost. Please help me find a good home.,negative
"im really bored, anthony is doing senior board ****. and im hungry and cold.",negative
 one of them is,neutral
D-Lab on MIT Open courseware http://is.gd/ygt5 There goes my chances of getting any work done in the next few weeks,neutral
 and movies too!!!,neutral
The geographY was an exam today!But turned out well  OMG on Wednesday will a English exam xD   I woul`d be very nervous...,negative
ree-heally hoping the rain stops by the time i get off the metro at courthouse. i didn`t bring an umbrella today.,positive
"Tired from work. I hate closing, eek. But all smiles today. Aloha Kitchen, yum.",neutral
because he _real_nash wants to be an honorary Filipino  i`ll follow him now ;)) thanks !,positive
http://twitpic.com/67tcr - Ouch!! Burnt my arm on the grill,negative
ahhhh now i have no pic,neutral
anticipating a tough day ahead,negative
 yeah its goin to vmail now.. I CALLED it while i was in the store.. no luck,negative
Sewing things is nice  I feel crafty and productive. And foxy.,positive
looking at this website!! should be working!!,positive
"ah! A clean house...finally, so nice",positive
 what happened?,neutral
I would LOVE to ride the superman right now...,positive
"So sorry if i`ve been typing wrongly. usually, after i`ve typed something, i wont read. i`ll just press the `enter` button",negative
big day 2day the xt launch was amazing! so much free stuff thanx 2 the edge and telecom! found the phone i want...cnt afford it yet tho,positive
" they can be a drag,,but for the most part they come in HANDY  hee hee",neutral
" lol, don`t rub it in",neutral
 Mornin`,neutral
"happy! did crepe, again!",neutral
Someone just bought the domain i planned on buying yesterday ****,negative
Love my mommy happy mothers day,positive
"May have to work Saturday   I want to just rewrite it properly over the weekend, but bosses may say just get it working now.",neutral
"My sunburn is peeling,",negative
"Lookin for work via online, watchin ShayCarl`s latest vlog entry on youtube and textin a lady friend.  My beds calling my name though..",neutral
is going home after an awesome time with the peeps,positive
I tired today I think I am gonna take a nap before our friends come over tonight....I miss him and wish he was off restriction already...,negative
 I must agree I do like blackberries!,positive
: eww. dislike,negative
"Poor Greg  stupid UK, always doing the sympathy vote. xo",negative
I`m going to miss my iMac so much over the next month.,negative
i was screaming like a maniac!  But the thing was u couldn`t scream on the ride which sucked the fun out of everything so...,negative
 yeah that too,neutral
 people r weird,negative
Home w/bae & Myka.. He`s so meann,negative
The battle at Minas Tirith is still very impressive. Return of the Jedi is the best Lord of the Rings movie IMO.,positive
ahh yes the obligations of a vampire kept me away from twitter.but now i`m back & will try 2 update as much as possible.i lost a donor,negative
My TI89 died. I don`t know why.,negative
went to bestbuy today and found that they had pretty much ever HP except the one i wanted to look at,positive
starting to wonder if I`m going to get this job... came across as though i`d find work elsewhere if needs must... not intentionally,neutral
 starbuck,neutral
aww i feel bad cause i dunno if nicole is in the city looking for me. she`s probably worried  srry hun,negative
good morning tweets,positive
 I remember the show... I don`t remember the hiccups...,neutral
 http://twitpic.com/4w9w6 - lol you sure love that sushi. you`ve tweeted many pictures of it.,positive
 yummmm make sure u leave some 4 me im home cleaning up working mad hard,negative
I want korean bbq so baddd but no one can come with me,negative
i miss oklahomaaaaa  listening to citizen cope til i pass out.,negative
 haha you would do that =P that`s cute. nobody ever comes to visit me  god **** lake geneva and how far it is from civilizati ...,positive
" how tough was that, just wanted to hug her like my own",negative
"My back hurts and I`m meant to be going out tonight, poor the Rik",negative
 lol.. **** monkey,neutral
 no  I didn`t yet he never texted backk.,neutral
 hasn`t shipped yet  I won`t get over there until at least 7. I`ll call you.,neutral
 I know  It **** sucks. anyway you can get a fake id or something?,negative
You know funny thing about everyone packing for E3 is that I am packing to go to mexico... not E3,positive
 awww hes too cute!!wish i could`ve gone,positive
had a awesome day!,positive
"So I got up, went outside planted a few flowers and watched a lee evans DVD. Who knew bank holidays were so fun",positive
"It`s great to be home! Temp is chill, cat is great and I feel awesome",positive
"Glad I went out, glad I didn`t leave early, and glad to be afterpartying it up @ Beth`s  I`m back!",positive
I hate it when Trevor drives,negative
straightening my hair,neutral
 You don`t have to rub it in.,neutral
at home with her fam  see you in CoMo tomorrow!,neutral
" Hey JK...Wish Evenlyn a Happy Mothers Day tomora for me..I had a Great Day, my gift will be tickets to see ya`s ere in Oz",positive
Handed in. Can relax a bit now.,positive
 http://twitpic.com/66sbz - thats actually adorable! ooh how i miss dude,neutral
"And why do they think 'how much they want it' is a factor? I really want to be 19 and fit again, but that`s just not going to happen",negative
 I`m gonna miss the show  at whitby for the weekend! btw i love your show! Radio 1 is always on! ly x,neutral
:  She`s going to beamer for the rest of high school. i`m so sad. there will be no more prn journal.,negative
" Ahhh!  I knowww! I saw it May 5th and 6th in Newcastle and it was so good!!! I`m soo excited for 6th June, as its my bday aswell!",positive
 all tubes closed on 9th and 10th of june  any idea of how to get to the venue?,neutral
Sulking at home while it rained was poor strategy.  Now i`m watching the sun shine from a desk in the Robarts reference room.,negative
 Did I miss you going to The Killers or is it soon? Are you excited? I remembered I needed to ask you,neutral
#twitterfails **** hard right now...this is annoying,negative
Poor Lil J-Man has a fever. I can`t wait to go home and hold the little man!,neutral
" but have you got , and twitted a link to it. No? Fail.",negative
 wooohooo! I`m fourth row back,neutral
 Sadly cannot listen...  *sob*,negative
<--has no internet for the weekend,negative
at work......thinking about the rest of my finals...summer almost here,neutral
" Yeah, that lying in bed thing`s a bugger for blocking creativity  Worse if you`re pinned down by a pet cat, apparently...",negative
my iMac`s died  keeps cutting out for no reason. Anyone recommend a good mac place for service / parts? Think I need a new power supply,negative
Just got stung by nettles lol in about 3 fingers  and I mean come on that dude with the apples needed to step it up a notch!,neutral
 aw. you level up. haha but just try to manage your money.,neutral
"Oh, ew. That`s too bad - after not using this certain lip gloss for a long time I just tried to wear it - literally making my lips burn.",negative
"Hey, Good Morning guys!!",positive
happy mothers day. ekin sayang mak!!!,positive
 I would think you`d want to follow me.,neutral
oh thats hard-going. I`m writing a book at the moment so am motivating myself to press on with that.,neutral
"oops just unfollowed everyone!  anywayz, will build my Twitter Empire.... again....",negative
Mummy and Nathan not in today! On My Todd!,neutral
" Thanks!  Got tired of bleaching it. The, um, bangs there... yeah they are actually a bit purple >_> oopsie.",neutral
"off to JFK (again), should be in texas soon.",neutral
  I do the same thing to anybody covering dave... haha... we don`t like people messing with perfect music.,negative
" 'there are people and then there are pencils' some are sharp, some are not and some can be sharpened  my pencil philosophy.....",neutral
Strange day  I forget all what i can,negative
 im sadd sancha  june 18 for me is a fail  its gonna be you and chini ((((((,negative
i love his nose kisses,positive
"Oh... according to mom dad is going to try and take 2-3 weeks off in Sep. to go to Austira, and just wrap a vacation into it as well lmao",neutral
 Yay! I too had some joy in that department,positive
on the north im BOOMIN!!!.. lol.. fucc the club dog i rather count a million buccz!!!..  ..THEY CALL ME STARBUCCZ ****!!!..,neutral
Ay dios mio! 2 weeks left of college!!! AH CAN`T WAIT!!,neutral
Hmm...what to make for dinner tonight???  No clue.  Don`t feel like cooking anything    Hubby wants to go away tonight.,neutral
" ah! well, I`ll see if I can find u later in the week.  I am tempted to look at Leica`s this week. LOL. We could go check it out.",neutral
Went to Di Bella coffee roasters today and asked for a job...   The person I needed to speak to is on holiday...  #fb,neutral
_Lhoste Thanks you so much for following me on Twitter; I hope you find it as exciting as I do! Looking forward to your tweets!,positive
awww the wee gril in britains got talent,positive
"If anyone has a dreamwidth spare invite code lying around, could you please spare me one? Pretty please?",neutral
shower time!!!!!,neutral
looking for new ideas for my blog,neutral
 yes! sober HAHAHA tanghaling tapat dude! haha WILD. i don`t knowwww  plan plan  before you go to US!,positive
" I mailed  for some help, you got reply right now from him, I didn`t get, which should probly mean I won`t get it",neutral
Ugh I can`t breathe right today,negative
It was going to happen one day but I so feel for the girl AND her mum,negative
paris 2moro!! i have to pack...ill wake up at 8  yes: dance lesson at 9 !!,neutral
My 2 favorite things. Fuzzball and Swine Flu  http://tinyurl.com/dhpol7,positive
 You go to sleeeeeeepz,neutral
 totally! I`ve been waitin for somethin new and thought provoking at mj.name,positive
Up early for class. ((Blahh))-------> Hang Over kiddies,neutral
Just when I thought albany couldn`t any worse my ao`s leave me,negative
I know  I have no clean clothes either. And the washer`s in the kitchen  **** you #kitchenfire,neutral
 It depends if you are having fun or not...,neutral
what you doing?,neutral
" Hiyaaaaaa  just got back from the scan! wow, was amazing, i cried haha, ****",neutral
" I had recommended Harney & Sons (http://www.harney.com/) from where I order much of my tea, I think.",neutral
is liking this feeling,positive
fun fun night  miss you. night tweets,neutral
 OH FACK U GAVE ME POLICE THATS SOME SERIOUSE ****,negative
 really? Awesome!,positive
i bit my tongue sooo bad...it`s swollen.,negative
 tell your grandmother i say hello,neutral
dont get to see my boys tomorroww.im sad,negative
exams. thennn some sexy time.,neutral
You know you`re too old to party like a rockstar when....you realize no one else claps when they dance. It`s just you,neutral
 MCFLY?!!  Aren`t they the best band ever? I wish I were there to watch the concert. Singapore isn`t a place they`d tour.,neutral
" Greatings from planet shannan, we have laded once again on your lanet & hopefull we come in peace =/ Hmm...Haiaa",positive
boy don`t try to front i-i know just-just what you are-are-are,neutral
_127 not nice.rather be one or the other.lol,neutral
 It`s http://chelseavantol.etsy.com xo,neutral
Powerdvd doesn`t want to play my Pushing Daisies dvd. I only want screenies to make icons with! Copy protection gone bonkers?,neutral
Summer is finally here! Graduation in a week!,neutral
 It does it sometimes - it should come back ;) And the car thing sucks - I feel all anxious and yucky now,negative
"this time, i really need to shut it.. i`m going to sleep! my head aches badly and i really can`t take it..",negative
"Sportsmens Warehouse finally got field points in, i can now use all my arrows.",neutral
class is almostt over,neutral
 hahah im way too lazy to check my phone  ooo michells! are you wtaching the recruits?,negative
 I`ll save you,neutral
 you can turn the bird sounds off if you like in twitterena - check out settings from your home page,neutral
 - all is fine  thanks! you guys dont have any quakes there?,positive
gotta shower then go apply for more jobs  hopefully no creepy old men will be working again today *shudder*,neutral
"Have to walk to school, and i have two welts on my thighs!",negative
_pax That sucks.,negative
 Haha thanks.,positive
 same with drunk guests.. Our jobs are pretty similar sometimes,neutral
 Thank you so much,positive
 thanks for having me! i had a great time too,positive
Restoring new iTouch 2.  Excited to use it. Yeeeeeeeee. Goodbye iTouch 1.,positive
 i haven`t got a text back!  sod her i looks fabulous!,positive
Wishing all MOMs a very Happy Mother`s Day!!,positive
_Laurie sorry to hear about a horrible weekend! It can only get better! Keep smiling.,neutral
hahaha  is SUCH nonsense,negative
happy mother`s day to all mothers out there!!,positive
Anyone else go train tripping on National Train Day?  http://tinyurl.com/p2l88x  Leave a comment of your adventures on the site.,neutral
 5 seasons that`s it? Sorry just noticed in ur previous update. My sis isn`t gonna be happy,negative
" -- No fair, I want a sticker but I just moved away from London",negative
"epic writing fail, ew. going to try and sleep",negative
"Happy Mother`s Day, Moms!!! You are wonderful!! Have a great day",positive
 oh no  this week is just a bad one for everyone. i love you & your pretty face & youre going to do fantastic in concert tonight,neutral
Is anyone there?  Please say hello - I`m feeling lonely,negative
will be practicing my smile today-it`s gunna be BIG!,neutral
" ahahaha, that happens to me all the time.  poor Angela!",negative
has just discovered a great site!,positive
Office til around 6 today. Good day yesterday...I have a BSc now,positive
No one loves me  Brittany forgot my flowers...,negative
 lol you saw where I was going with that...both of my last names are to common nothing special on me,neutral
Sitting in the car. My ipod is about to die so Im not gonna have anything to do.,neutral
Getting used to this shoulder immobilizer thing. Even getting used to sleeping in the recliner.,neutral
 IIII know!!! and mean,positive
my twitter has been hacked again,negative
Last Tonight Show with Jay Leno Tonight!,neutral
 okay...just eat cookies && not share with me lol,neutral
" I would have, but SuperTarget didn`t have any.",neutral
" Josh  Excuse me, but, at what time is it going to begin?",neutral
Moses and his girlfriend broke up!,negative
whoohoo! just went to get movies and junk food  its a womens night mwahaha >,positive
"So, I picked up Chris Botti`s~Live in Boston CD, listening while driving home tonight under the moon. Didn`t want it to end.",positive
Can you get me a sub from subway when ur on your way home?,neutral
"Omg, watching Hollie Steel`s crying is so so painful  #bgt",negative
my mum was really happy about her pretty small present^^ oh wow tomorrow we can test one of her presents: one of the pasta recepies,positive
 i wish i was home in bed naked,negative
Drinks && din w/ Amy and Lori,neutral
busy exam week coming up! always look on the bright side of life  *whistle*,positive
 Thank you for FF,positive
 I spent 3 hours sitting out in the sun - picnic lunch + ice cream = win. We should have had a BBQ today,positive
"Well, it was very inspirative day. There`s no room for design in todays schedule, so i`m heading to bed",neutral
  Wish you both a very Happy and Fabulous Mother`s Day!,positive
 nothing yet  still looking....but lets for sure do lunch next week!!,positive
I am finally on a roll... now time to stop.   Is it weird when you love what you do?,neutral
Oh no! I used my internal sig for an external e-mail  ****. #fb,negative
 if only that was really my job title,neutral
 What are u going to do today my girl?,neutral
I am so sad... How come Pooch Hall from The Game has not accepted my friend request on Facebook Yet,negative
" thanks for the follow, your family photo is beautiful  happy mother`s day to your wife!",positive
 rentaphone  yesy have,neutral
Working now,neutral
 if only I had half the drive you had!!!  You are my idol,neutral
I got into a fight with the pavement. I think it won  poor little knee,negative
 James and I battle over everything too! It`s kind of a love-hate relationship,neutral
" I`m only allergic to some bunnies. Are you allergic to all fur? That sucks! Isn`t that cosmic irony, a furry allergic to fur!",negative
Waking up at ungodly hours to go to work is starting to get old but at least the coffee is good,positive
cannot sleep i`m SUPER DUPER DUPER excited pour la PARIS.  the love city.,positive
lmao im stupid just felt like sayin tyaï¿½ in my red caf vioce..nite ya`ll,negative
i seriously need to live somewhere fabulously queer. i miss being around **** people,negative
" workies with dad?  aw that sucks working on saturday morning. I`m about to study, when are your exams?",negative
feels not good at all,negative
 hahah! sadly there is no current activity though in the room,negative
the classes with my students are over  gonna miss them...,negative
...you should call school and tell them you have swine flu so we can have the day off,neutral
 freeeeeeeeeeeeeeeezING **** im so excited to see you soooooooon!!!  lets go see 17 again AGAIN yehhaaaaaaa!,neutral
"still up, JUST GOT HOME.  ready to go to sleep..",neutral
 have a safe flight...,positive
 I agree. I missed a LOT while I was away and busy and now it`s like a whole new place,negative
 nice one !,positive
" Oops..too late.  Already popped in Bridges, since I missed most of it on tv.   (I <3 Blair & Jo too!)",negative
 LMAO! I don`t fake being Paris anymore. Look at my bio ;) and by the way I can`t log onto your forum...,negative
  thanks  you`ve been quiet lately!,positive
"Gotta get up early to spend some time with my mommy before I go to work, so I`m off to bed. Goodnight twitter",positive
It was my fault for leaving my flip-flops outside my locker while swimming at USF Koret but why oh why would you want to take `em? #R2IMT,negative
 god I need to revise today! I`m so lazy,negative
some1 said if your not online your a no1...if you are online your a no1.. can`t bloody win  lol,neutral
 ok then,neutral
It is so annoying when she starts typing on her computer in the middle of the night!,negative
  Hang in there! Drink some hot coco,neutral
o ok..im jealous..i wish I was in bed,neutral
 :o exams. YUCK    that will be hectic!,negative
 what was it? I missed it.,neutral
" YES!! I made the sign when i noticed it missing on Sunday! So far, no luck... It`s now Unlucky Japanese Cat...",negative
"On way to the wimbledon with  to watch star trek, IMAX baby",neutral
"Maaaaaan what a lovely day, shame that the ice-cream man near our workplace decided there was business elsewhere before we got a 99",neutral
"Home. Should be in the bed, but I`m just super duper excited about tomorrow.",positive
the suns starting to go in  im getting coldddd!,neutral
Got home from audition awhile ago. I think it went pretty well  Now my math homework is calling my name -.-`,positive
the sun is shinning! im off out!!,neutral
" thanks, I couldn`t find a way around it on iTunes though, found a little app called Switch that did the job nicely",positive
"Fish fingers and potato croquettes it is then! Would love some baked beans, but they tend to hurt me.",neutral
 I`ve heard this fall. I`m waiting too!,neutral
Dont worry babe,positive
i feel really blessed to have super awesome best friends,positive
 i`m having a hard time using hulu  have u heard of anyone having problems that uses windows vista?,negative
 just called me a cheeseburglar. He made me sad,negative
roll me in your arms cuz i cant remember ever falling this hard.. -avalanche by DC,negative
 i keep thinking about FOOD! i made myself some tea,neutral
: Loved it!  Would never have thought he was into the iCarly version of Beanie Babies. xD,positive
"Going to REtake my Softball photo because Patrick`s Studio is a piece of ****. Back here for chores. Some Friday, huh?",negative
Watching some movie and playin on my computer.,neutral
 sti`s doin` just fine  how bout you?,positive
  My Dad worked for SW when I graduated HS. Worked at HOU 21 years.   He retired 3 years before I joined the Company.,neutral
 Or he`s gonna chop you up into tiny bits - one of the two,negative
 **** your in trouble now  why don`t you try with one of those companys that buys your house for you,negative
hoping it will rain again because it`s sooo warm,positive
 OMG I just spit my drink out! RIP hair straightener!!,negative
just got back from seeing Star Strek,neutral
 ps- are you a doctor or swine flu paranoid??,neutral
About to watch JONAS!  I love DVR! ,positive
Bug in **** cod4 system link. My map pack isnt working,negative
Happy Mother`s day to all mum`s in america,positive
"bec vs fat food   --- winner = fat food  but not this weeknend, ill beat it!",neutral
n case you missed the show yesterday - here`s a chance to listen again on the BBC iPlayer  enjoy  http://tiny.cc/oIkbK,positive
   ...Thank you Mr. President!....,positive
They are unloading a Leopard Tank just next to my office window. Hope I didn`t piss off anyone,positive
lovely night of steve-o and family guy. off to bed.,positive
"Mother`s Day breakfast is over, getting back to work now. Back on Rails",neutral
" Hee Hee! I only holiday in the gutter, try to get there once a week at least! Welcome! lol  ****",positive
Ugggh. Its so nice out! I don`t want to be working with back-up dancers.,neutral
"Every time it rains, I see at least 1 ambulance",negative
" hey, got your text sms. i plan on maybe just catching a flick tonight. last night was a wee bit too much for me",negative
"I am tired tired tired, I think Im getting sick.",negative
"_PingPong Oh, so no male strippers then?  LMAO",negative
@_Ra_Ra_ your not alone...i need coffee too.,neutral
_War_MT I`m no longer blue,neutral
 bugger didn`t know that  shame people have to stick there nose in!,negative
 Pitty he wasnt arnd 2 huh! I wld have rlly wet myself! Otherwise the wedding was gr8!! Had a gd time & lots of smiley faces!,neutral
Got my hair cut. Great.  stupid gum.,negative
 There`s loads of highly qualified stuff  and loads STILL using snail mail.,negative
My best mate found out that I am moving. She doesn`t understand I wanna do something with my life; Leaving to go to Uni..,negative
Sitting at my desk wishing things were different,neutral
says morning plurk  just woke up. haha http://plurk.com/p/supwp,neutral
 anytime buddy  I c u @ 701!,neutral
"I can`t open my eyes properly, maybe if i sleep for a lil` while longer it`ll fix itself",negative
Heading to XS with Nadia!! Yeee!,positive
 thank you.,positive
" Awwh....well at least you are up top, where the magic happens!  Today will be a good day, no worries.",positive
Wow it`s definitely Friday- the gym is completely empty! What to do? I`d like to play the wii but I guess I`ll vacuum,neutral
it`s Blockbuster week in New Zealand - 'Wolverine' tomorrow followed by 'Star Trek' on Thursday!,positive
i have been in the lounge for HOURS...and i have not been productive at all. upps time to go out,negative
  aw her latest ' selenagomezLast day of shooting... Goodbye Canada. ',neutral
 o snapppp look who i found on twitter lollll,neutral
 wats gooood !! miss yall already,negative
"It`s a good day! The lake is a mirror, the kids are happy, and I get to clean the cabin today... Err two outta three ain`t bad!",positive
Well done doing blood work..its hot out again,neutral
"super frustrated, and taking it out on the one`s I love!   I love you, Paul!",neutral
Ohh boy my babys tooth came out !,negative
   you deserve so much better... hang in there good things come to those who wait!,positive
 i have tickets worth about 70 KD - about 880 Derham - for ta`3yeem my car`s window,neutral
" yep,raced round it in cars and bikes,its only 40mins away,dont av much motorsport there now,its more planes n choppers now",neutral
walk was grand peeps lol feet are really hurting now thought  ****,negative
It`s not now... Nor has it ever been Weigly North!! Have avoid drive home!!,negative
8 month old African grey parrot  sad sale - Reptile Forums UK http://bit.ly/grrdA,negative
At work sick  but I`m ok to the mall!,negative
missed my friggin hair appt!!!,negative
Sunburned on my face & legs. Fixing to be my arms tooo.,negative
" I wanna go, but I so freaking broke   Have fun for me",neutral
Less than 24 hrs until GRADUATION!!! Going out tonight to celebrate,neutral
 just stop talking if ur gonna be that mean,negative
washed eye out but got water up my sleeve,neutral
" Apple`s ads aside, I`d rather have recommendations from real people who have real experience with the iPhone apps I seek.",positive
Getting bored sitting at the hotel room the entire day,negative
"Dad asked my why I was sticking my tongue out while I was ironing, and I told him it was so I didn`t burn my finger, as I burnt my finger",negative
 aaaah I swear I took it by mistake  it was somehow attached with the charger -_- apparently it needed break from U huh!,negative
turning in.  it`s been a loooong day.  just got my new US edition Esquire so going to fantasize that I could one day look like Megan Fox.,neutral
 i think i hate you.  i didnt really want to but you make it hard for me to like you what with the cake and concert on the  ...,negative
"seriously my parents are non stop  minniapolis, newport for a week, and now this weekend in San Diego  i miss them ",negative
I have had the William Shatner version of Rocket Man in my head for 3 days now. It`s **** distracting,negative
 heyyy girl.. havent tweeted u all week. hope all is well with you,positive
 it would be so fun.  too much to do.  not enough time or money.,neutral
"Thanks to all the new followers  Well, I went to a **** tonight and its 4am so I`ll follow you tomorrow. Much love.",positive
